0.530122989762983,0,0.18908,-0.0029582,-0.00051697,0,0.00019604,-0.00084199,0,0,0,0,0,0,0,0,0,0,-0.2016,-0.0010198,-0.14457,0,0.0012055,0,0,0,0,0.012779,0.001327,0,0,0,0,0.013696,0,0.0032657,0,0,0,0,-0.011289,0,0,-0.00081326,-0.00037782,0,0,0.0011228,0,-0.023814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.08589298976298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18908,0,0.778222989762983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060265,0,-0.2239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0029582,0,0,0.322892989762983,-0.0004373,0.0072817,-0.0091677,0.028776,0,0,0.01233,0.0029137,-0.11416,-0.040914,0.0036827,0,-0.0050112,0.071608,-0.00094289,-0.00086267,-0.0027519,0,0.062542,-0.011523,0.046645,0.010033,0.0035561,0.08497,0.0011225,0,-8.6065e-05,-0.00091196,0,0.018047,-0.0049783,0.0054038,-0.01416,-0.010444,0,0,-0.014876,0.012349,0,-0.038862,0.017669,0,0.0021396,-0.034031,-0.020366,0.041818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.00051697,0,0,-0.0004373,0.837772989762983,-0.00042822,-0.0011246,-1.8927e-05,0,0,-0.00060808,-0.0070033,0.0005537,0,0,0,-0.0039185,-0.00034732,-0.00016478,0.0042222,-0.00048092,0,0.00052031,-0.027928,0,-0.023635,-0.02381,0.00049153,0.13211,0,0.0014019,-0.00083855,0,0.0083825,0,-0.013432,0,0.00061419,0.0047802,0,-0.0069096,0,0,-0.000351,0.0021674,0,0.00073921,2.5239e-05,0.0025601,0.0007921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0072817,-0.00042822,0.627222989762983,0.0030608,-0.001396,0,0,0.0010478,-0.0035682,0.0043133,-0.004695,0.00050284,0,0.0061368,-0.0027056,0,-0.00084476,0,0,0.003994,-0.0011657,0.0058498,0.001015,0.00035975,0.0052883,0.0010992,0,0.00398446,-0.0082929,0,-0.00050107,-0.00060105,0.0018848,-0.001444,0.29584,0,0,0.00041302,0.0015806,0,-0.0030063,-0.005899,0,-0.0036627,0.0023857,-0.026301,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00019604,0,0,-0.0091677,-0.0011246,0.0030608,0.195986989762983,-0.00032081,0,0,-0.0012573,-0.003234,0.015079,0.004854,-0.00038302,0,0.004529,-0.0094587,6.2484e-05,0.002821,0.00018237,0,-0.0064794,-0.00033497,-0.0052002,-0.0028113,-0.0019951,-0.0090615,0.0028867,0,-0.00070695,-0.0051528,0,-0.0035449,0.00057063,0.0252,0.0018015,-0.00439,0.00030933,0,0.002922,-0.0013553,0,0.00351,-0.0068457,0,-0.0031944,-6.9866e-05,-0.016171,-0.0043282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.00084199,0,0,0.028776,-1.8927e-05,-0.001396,-0.00032081,0.574122989762983,0,0,-0.0077779,0.0021714,-0.08407,0.033935,0.10144,0,-0.0037345,0.052735,-0.00026837,-3.7337e-05,-0.00078327,0,0.04145,0.010275,-0.0643,-0.0089471,-0.0031711,0.055065,4.8584e-05,0,-0.0073408,-0.00067161,0,0.0052601,0.00056504,0.00021238,0.012627,0.0020022,0,0,-0.0043358,-0.0012047,0,-0.029908,0.00061829,0,0.002008,0.15512,-0.015065,0.025917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.194598989762983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00036771,0,0,0,0,0,0,-0.00044609,0,-0.012687,0,0,0.0023784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.650092989762983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
